spp_id,gen,vul,net_id,net_type,community,stage
38,8,7,1,metaweb,dolomites,creation
45,0,43,1,metaweb,dolomites,creation
28,8,7,1,metaweb,dolomites,creation
37,8,7,1,metaweb,dolomites,creation
8,8,1,1,metaweb,dolomites,creation
35,8,7,1,metaweb,dolomites,creation
27,8,8,1,metaweb,dolomites,creation
21,8,7,1,metaweb,dolomites,creation
6,27,7,1,metaweb,dolomites,creation
32,8,0,1,metaweb,dolomites,creation
16,8,7,1,metaweb,dolomites,creation
57,8,1,1,metaweb,dolomites,creation
42,35,7,1,metaweb,dolomites,creation
15,8,4,1,metaweb,dolomites,creation
17,8,7,1,metaweb,dolomites,creation
20,8,7,1,metaweb,dolomites,creation
29,8,7,1,metaweb,dolomites,creation
7,20,7,1,metaweb,dolomites,creation
2,18,2,1,metaweb,dolomites,creation
23,8,2,1,metaweb,dolomites,creation
18,8,7,1,metaweb,dolomites,creation
9,8,1,1,metaweb,dolomites,creation
55,8,1,1,metaweb,dolomites,creation
53,8,1,1,metaweb,dolomites,creation
10,8,8,1,metaweb,dolomites,creation
22,8,2,1,metaweb,dolomites,creation
26,8,8,1,metaweb,dolomites,creation
3,18,2,1,metaweb,dolomites,creation
30,8,2,1,metaweb,dolomites,creation
52,8,1,1,metaweb,dolomites,creation
48,0,43,1,metaweb,dolomites,creation
54,8,1,1,metaweb,dolomites,creation
51,0,43,1,metaweb,dolomites,creation
41,35,7,1,metaweb,dolomites,creation
25,8,8,1,metaweb,dolomites,creation
33,8,7,1,metaweb,dolomites,creation
58,8,1,1,metaweb,dolomites,creation
39,8,7,1,metaweb,dolomites,creation
47,0,43,1,metaweb,dolomites,creation
14,8,0,1,metaweb,dolomites,creation
44,0,43,1,metaweb,dolomites,creation
1,10,8,1,metaweb,dolomites,creation
19,8,7,1,metaweb,dolomites,creation
46,0,43,1,metaweb,dolomites,creation
50,0,43,1,metaweb,dolomites,creation
59,8,1,1,metaweb,dolomites,creation
4,31,4,1,metaweb,dolomites,creation
11,8,8,1,metaweb,dolomites,creation
36,8,2,1,metaweb,dolomites,creation
56,0,13,1,niche,dolomites,creation
34,18,7,1,niche,dolomites,creation
43,1,10,1,niche,dolomites,creation
40,0,8,1,niche,dolomites,creation
12,3,0,1,niche,dolomites,creation
13,10,0,1,niche,dolomites,creation
24,4,3,1,niche,dolomites,creation
49,2,8,1,niche,dolomites,creation
5,3,2,1,niche,dolomites,creation
31,1,7,1,niche,dolomites,creation
38,7,7,1,niche,dolomites,creation
45,2,12,1,niche,dolomites,creation
28,9,5,1,niche,dolomites,creation
37,0,7,1,niche,dolomites,creation
8,6,2,1,niche,dolomites,creation
35,2,6,1,niche,dolomites,creation
27,5,4,1,niche,dolomites,creation
21,2,4,1,niche,dolomites,creation
6,24,2,1,niche,dolomites,creation
32,5,6,1,niche,dolomites,creation
16,3,2,1,niche,dolomites,creation
57,1,12,1,niche,dolomites,creation
42,3,10,1,niche,dolomites,creation
15,13,0,1,niche,dolomites,creation
17,6,2,1,niche,dolomites,creation
20,7,4,1,niche,dolomites,creation
29,16,5,1,niche,dolomites,creation
7,7,2,1,niche,dolomites,creation
2,10,1,1,niche,dolomites,creation
23,12,3,1,niche,dolomites,creation
18,26,3,1,niche,dolomites,creation
9,4,1,1,niche,dolomites,creation
55,3,10,1,niche,dolomites,creation
53,0,9,1,niche,dolomites,creation
10,1,0,1,niche,dolomites,creation
22,0,4,1,niche,dolomites,creation
26,4,4,1,niche,dolomites,creation
3,1,1,1,niche,dolomites,creation
30,16,5,1,niche,dolomites,creation
52,1,9,1,niche,dolomites,creation
48,6,10,1,niche,dolomites,creation
54,0,10,1,niche,dolomites,creation
51,2,9,1,niche,dolomites,creation
41,0,10,1,niche,dolomites,creation
25,6,4,1,niche,dolomites,creation
33,15,6,1,niche,dolomites,creation
58,0,11,1,niche,dolomites,creation
39,9,7,1,niche,dolomites,creation
47,4,10,1,niche,dolomites,creation
14,2,0,1,niche,dolomites,creation
44,1,11,1,niche,dolomites,creation
1,5,1,1,niche,dolomites,creation
19,18,5,1,niche,dolomites,creation
46,1,12,1,niche,dolomites,creation
50,2,8,1,niche,dolomites,creation
59,0,10,1,niche,dolomites,creation
4,9,2,1,niche,dolomites,creation
11,9,0,1,niche,dolomites,creation
36,6,7,1,niche,dolomites,creation
56,5,1,1,down_rand,dolomites,creation
34,6,5,1,down_rand,dolomites,creation
43,19,4,1,down_rand,dolomites,creation
40,4,2,1,down_rand,dolomites,creation
12,5,6,1,down_rand,dolomites,creation
13,4,1,1,down_rand,dolomites,creation
24,5,2,1,down_rand,dolomites,creation
49,0,26,1,down_rand,dolomites,creation
5,21,3,1,down_rand,dolomites,creation
31,5,4,1,down_rand,dolomites,creation
38,5,4,1,down_rand,dolomites,creation
45,0,26,1,down_rand,dolomites,creation
28,6,2,1,down_rand,dolomites,creation
37,1,5,1,down_rand,dolomites,creation
8,3,1,1,down_rand,dolomites,creation
35,7,3,1,down_rand,dolomites,creation
27,5,3,1,down_rand,dolomites,creation
21,5,5,1,down_rand,dolomites,creation
6,14,5,1,down_rand,dolomites,creation
32,5,0,1,down_rand,dolomites,creation
16,5,3,1,down_rand,dolomites,creation
57,7,0,1,down_rand,dolomites,creation
42,22,5,1,down_rand,dolomites,creation
15,6,2,1,down_rand,dolomites,creation
17,3,5,1,down_rand,dolomites,creation
20,4,3,1,down_rand,dolomites,creation
29,3,6,1,down_rand,dolomites,creation
7,12,5,1,down_rand,dolomites,creation
2,9,2,1,down_rand,dolomites,creation
23,3,1,1,down_rand,dolomites,creation
18,5,5,1,down_rand,dolomites,creation
9,2,1,1,down_rand,dolomites,creation
55,5,0,1,down_rand,dolomites,creation
53,4,1,1,down_rand,dolomites,creation
10,6,2,1,down_rand,dolomites,creation
22,6,1,1,down_rand,dolomites,creation
26,6,5,1,down_rand,dolomites,creation
3,6,0,1,down_rand,dolomites,creation
30,3,1,1,down_rand,dolomites,creation
52,4,0,1,down_rand,dolomites,creation
48,0,25,1,down_rand,dolomites,creation
54,6,1,1,down_rand,dolomites,creation
51,0,27,1,down_rand,dolomites,creation
41,22,5,1,down_rand,dolomites,creation
25,3,2,1,down_rand,dolomites,creation
33,4,5,1,down_rand,dolomites,creation
58,5,0,1,down_rand,dolomites,creation
39,5,6,1,down_rand,dolomites,creation
47,0,29,1,down_rand,dolomites,creation
14,5,0,1,down_rand,dolomites,creation
44,0,26,1,down_rand,dolomites,creation
1,5,3,1,down_rand,dolomites,creation
19,6,5,1,down_rand,dolomites,creation
46,0,24,1,down_rand,dolomites,creation
50,0,24,1,down_rand,dolomites,creation
59,7,1,1,down_rand,dolomites,creation
4,23,2,1,down_rand,dolomites,creation
11,6,6,1,down_rand,dolomites,creation
36,5,1,1,down_rand,dolomites,creation
56,4,1,1,down_link,dolomites,creation
34,4,4,1,down_link,dolomites,creation
43,15,6,1,down_link,dolomites,creation
40,8,2,1,down_link,dolomites,creation
12,5,6,1,down_link,dolomites,creation
13,4,2,1,down_link,dolomites,creation
24,4,2,1,down_link,dolomites,creation
49,0,21,1,down_link,dolomites,creation
5,22,4,1,down_link,dolomites,creation
31,6,7,1,down_link,dolomites,creation
38,5,6,1,down_link,dolomites,creation
45,0,23,1,down_link,dolomites,creation
28,4,5,1,down_link,dolomites,creation
37,6,4,1,down_link,dolomites,creation
8,3,1,1,down_link,dolomites,creation
35,4,6,1,down_link,dolomites,creation
27,4,5,1,down_link,dolomites,creation
21,4,3,1,down_link,dolomites,creation
6,19,4,1,down_link,dolomites,creation
32,5,0,1,down_link,dolomites,creation
16,4,5,1,down_link,dolomites,creation
57,6,1,1,down_link,dolomites,creation
42,21,5,1,down_link,dolomites,creation
15,3,3,1,down_link,dolomites,creation
17,6,5,1,down_link,dolomites,creation
20,4,5,1,down_link,dolomites,creation
29,4,4,1,down_link,dolomites,creation
7,17,6,1,down_link,dolomites,creation
2,12,0,1,down_link,dolomites,creation
23,3,2,1,down_link,dolomites,creation
18,6,3,1,down_link,dolomites,creation
9,3,1,1,down_link,dolomites,creation
55,5,1,1,down_link,dolomites,creation
53,4,1,1,down_link,dolomites,creation
10,6,5,1,down_link,dolomites,creation
22,4,2,1,down_link,dolomites,creation
26,3,3,1,down_link,dolomites,creation
3,15,2,1,down_link,dolomites,creation
30,5,2,1,down_link,dolomites,creation
52,4,1,1,down_link,dolomites,creation
48,0,24,1,down_link,dolomites,creation
54,5,1,1,down_link,dolomites,creation
51,0,21,1,down_link,dolomites,creation
41,15,3,1,down_link,dolomites,creation
25,4,8,1,down_link,dolomites,creation
33,5,5,1,down_link,dolomites,creation
58,4,1,1,down_link,dolomites,creation
39,4,3,1,down_link,dolomites,creation
47,0,26,1,down_link,dolomites,creation
14,4,0,1,down_link,dolomites,creation
44,0,24,1,down_link,dolomites,creation
1,9,5,1,down_link,dolomites,creation
19,3,6,1,down_link,dolomites,creation
46,0,22,1,down_link,dolomites,creation
50,0,19,1,down_link,dolomites,creation
59,6,1,1,down_link,dolomites,creation
4,19,3,1,down_link,dolomites,creation
11,4,5,1,down_link,dolomites,creation
36,5,2,1,down_link,dolomites,creation
56,7,1,1,down_niche,dolomites,creation
34,5,3,1,down_niche,dolomites,creation
43,11,1,1,down_niche,dolomites,creation
40,6,0,1,down_niche,dolomites,creation
12,6,5,1,down_niche,dolomites,creation
13,6,1,1,down_niche,dolomites,creation
24,6,1,1,down_niche,dolomites,creation
49,0,20,1,down_niche,dolomites,creation
5,10,0,1,down_niche,dolomites,creation
31,5,7,1,down_niche,dolomites,creation
38,6,4,1,down_niche,dolomites,creation
45,0,36,1,down_niche,dolomites,creation
28,6,5,1,down_niche,dolomites,creation
37,7,4,1,down_niche,dolomites,creation
8,7,1,1,down_niche,dolomites,creation
35,8,3,1,down_niche,dolomites,creation
27,6,3,1,down_niche,dolomites,creation
21,3,3,1,down_niche,dolomites,creation
6,10,0,1,down_niche,dolomites,creation
32,6,0,1,down_niche,dolomites,creation
16,7,3,1,down_niche,dolomites,creation
57,5,1,1,down_niche,dolomites,creation
42,18,2,1,down_niche,dolomites,creation
15,6,3,1,down_niche,dolomites,creation
17,7,6,1,down_niche,dolomites,creation
20,4,3,1,down_niche,dolomites,creation
29,6,4,1,down_niche,dolomites,creation
7,10,1,1,down_niche,dolomites,creation
2,6,0,1,down_niche,dolomites,creation
23,6,1,1,down_niche,dolomites,creation
18,7,3,1,down_niche,dolomites,creation
9,5,1,1,down_niche,dolomites,creation
55,5,1,1,down_niche,dolomites,creation
53,4,1,1,down_niche,dolomites,creation
10,7,6,1,down_niche,dolomites,creation
22,4,1,1,down_niche,dolomites,creation
26,6,5,1,down_niche,dolomites,creation
3,10,0,1,down_niche,dolomites,creation
30,7,1,1,down_niche,dolomites,creation
52,5,0,1,down_niche,dolomites,creation
48,0,34,1,down_niche,dolomites,creation
54,6,0,1,down_niche,dolomites,creation
51,0,34,1,down_niche,dolomites,creation
41,15,2,1,down_niche,dolomites,creation
25,7,6,1,down_niche,dolomites,creation
33,4,6,1,down_niche,dolomites,creation
58,5,1,1,down_niche,dolomites,creation
39,5,5,1,down_niche,dolomites,creation
47,0,34,1,down_niche,dolomites,creation
14,5,0,1,down_niche,dolomites,creation
44,0,34,1,down_niche,dolomites,creation
1,8,1,1,down_niche,dolomites,creation
19,6,3,1,down_niche,dolomites,creation
46,0,5,1,down_niche,dolomites,creation
50,0,34,1,down_niche,dolomites,creation
59,6,1,1,down_niche,dolomites,creation
4,14,0,1,down_niche,dolomites,creation
11,5,6,1,down_niche,dolomites,creation
36,6,1,1,down_niche,dolomites,creation
56,7,1,1,down_niche_bodysize,dolomites,creation
34,5,3,1,down_niche_bodysize,dolomites,creation
43,11,1,1,down_niche_bodysize,dolomites,creation
40,6,0,1,down_niche_bodysize,dolomites,creation
12,6,5,1,down_niche_bodysize,dolomites,creation
13,6,1,1,down_niche_bodysize,dolomites,creation
24,6,1,1,down_niche_bodysize,dolomites,creation
49,0,20,1,down_niche_bodysize,dolomites,creation
5,10,0,1,down_niche_bodysize,dolomites,creation
31,5,7,1,down_niche_bodysize,dolomites,creation
38,6,4,1,down_niche_bodysize,dolomites,creation
45,0,36,1,down_niche_bodysize,dolomites,creation
28,6,5,1,down_niche_bodysize,dolomites,creation
37,7,4,1,down_niche_bodysize,dolomites,creation
8,7,1,1,down_niche_bodysize,dolomites,creation
35,8,3,1,down_niche_bodysize,dolomites,creation
27,6,3,1,down_niche_bodysize,dolomites,creation
21,3,3,1,down_niche_bodysize,dolomites,creation
6,10,0,1,down_niche_bodysize,dolomites,creation
32,6,0,1,down_niche_bodysize,dolomites,creation
16,7,3,1,down_niche_bodysize,dolomites,creation
57,5,1,1,down_niche_bodysize,dolomites,creation
42,18,2,1,down_niche_bodysize,dolomites,creation
15,6,3,1,down_niche_bodysize,dolomites,creation
17,7,6,1,down_niche_bodysize,dolomites,creation
20,4,3,1,down_niche_bodysize,dolomites,creation
29,6,4,1,down_niche_bodysize,dolomites,creation
7,10,1,1,down_niche_bodysize,dolomites,creation
2,6,0,1,down_niche_bodysize,dolomites,creation
23,6,1,1,down_niche_bodysize,dolomites,creation
18,7,3,1,down_niche_bodysize,dolomites,creation
9,5,1,1,down_niche_bodysize,dolomites,creation
55,5,1,1,down_niche_bodysize,dolomites,creation
53,4,1,1,down_niche_bodysize,dolomites,creation
10,7,6,1,down_niche_bodysize,dolomites,creation
22,4,1,1,down_niche_bodysize,dolomites,creation
26,6,5,1,down_niche_bodysize,dolomites,creation
3,10,0,1,down_niche_bodysize,dolomites,creation
30,7,1,1,down_niche_bodysize,dolomites,creation
52,5,0,1,down_niche_bodysize,dolomites,creation
48,0,34,1,down_niche_bodysize,dolomites,creation
54,6,0,1,down_niche_bodysize,dolomites,creation
51,0,34,1,down_niche_bodysize,dolomites,creation
41,15,2,1,down_niche_bodysize,dolomites,creation
25,7,6,1,down_niche_bodysize,dolomites,creation
33,4,6,1,down_niche_bodysize,dolomites,creation
58,5,1,1,down_niche_bodysize,dolomites,creation
39,5,5,1,down_niche_bodysize,dolomites,creation
47,0,34,1,down_niche_bodysize,dolomites,creation
14,5,0,1,down_niche_bodysize,dolomites,creation
44,0,34,1,down_niche_bodysize,dolomites,creation
1,8,1,1,down_niche_bodysize,dolomites,creation
19,6,3,1,down_niche_bodysize,dolomites,creation
46,0,5,1,down_niche_bodysize,dolomites,creation
50,0,34,1,down_niche_bodysize,dolomites,creation
59,6,1,1,down_niche_bodysize,dolomites,creation
4,14,0,1,down_niche_bodysize,dolomites,creation
11,5,6,1,down_niche_bodysize,dolomites,creation
36,6,1,1,down_niche_bodysize,dolomites,creation
56,4,39,1,atn,dolomites,creation
34,6,1,1,atn,dolomites,creation
43,7,0,1,atn,dolomites,creation
40,7,1,1,atn,dolomites,creation
12,7,0,1,atn,dolomites,creation
13,6,1,1,atn,dolomites,creation
24,6,13,1,atn,dolomites,creation
49,0,26,1,atn,dolomites,creation
5,7,0,1,atn,dolomites,creation
31,7,0,1,atn,dolomites,creation
38,7,1,1,atn,dolomites,creation
45,0,6,1,atn,dolomites,creation
28,7,0,1,atn,dolomites,creation
37,7,0,1,atn,dolomites,creation
8,7,0,1,atn,dolomites,creation
35,7,1,1,atn,dolomites,creation
27,5,0,1,atn,dolomites,creation
21,7,0,1,atn,dolomites,creation
6,10,0,1,atn,dolomites,creation
32,9,0,1,atn,dolomites,creation
16,9,0,1,atn,dolomites,creation
57,6,26,1,atn,dolomites,creation
42,7,0,1,atn,dolomites,creation
15,7,0,1,atn,dolomites,creation
17,7,0,1,atn,dolomites,creation
20,6,1,1,atn,dolomites,creation
29,7,0,1,atn,dolomites,creation
7,7,0,1,atn,dolomites,creation
2,10,0,1,atn,dolomites,creation
23,6,1,1,atn,dolomites,creation
18,7,0,1,atn,dolomites,creation
9,7,1,1,atn,dolomites,creation
55,2,31,1,atn,dolomites,creation
53,0,6,1,atn,dolomites,creation
10,9,0,1,atn,dolomites,creation
22,6,36,1,atn,dolomites,creation
26,7,0,1,atn,dolomites,creation
3,20,0,1,atn,dolomites,creation
30,4,3,1,atn,dolomites,creation
52,0,4,1,atn,dolomites,creation
48,0,39,1,atn,dolomites,creation
54,0,19,1,atn,dolomites,creation
51,0,1,1,atn,dolomites,creation
41,7,0,1,atn,dolomites,creation
25,7,0,1,atn,dolomites,creation
33,9,0,1,atn,dolomites,creation
58,6,8,1,atn,dolomites,creation
39,7,1,1,atn,dolomites,creation
47,0,31,1,atn,dolomites,creation
14,7,1,1,atn,dolomites,creation
44,0,4,1,atn,dolomites,creation
1,7,0,1,atn,dolomites,creation
19,7,0,1,atn,dolomites,creation
46,0,19,1,atn,dolomites,creation
50,0,8,1,atn,dolomites,creation
59,7,1,1,atn,dolomites,creation
4,9,0,1,atn,dolomites,creation
11,7,0,1,atn,dolomites,creation
36,6,13,1,atn,dolomites,creation
34,0,19,1,down_power,dolomites,burnin
43,6,0,1,down_power,dolomites,burnin
40,0,21,1,down_power,dolomites,burnin
12,4,1,1,down_power,dolomites,burnin
13,5,1,1,down_power,dolomites,burnin
24,4,0,1,down_power,dolomites,burnin
49,4,0,1,down_power,dolomites,burnin
5,4,1,1,down_power,dolomites,burnin
31,3,1,1,down_power,dolomites,burnin
38,0,19,1,down_power,dolomites,burnin
45,4,0,1,down_power,dolomites,burnin
28,3,1,1,down_power,dolomites,burnin
37,0,22,1,down_power,dolomites,burnin
8,3,0,1,down_power,dolomites,burnin
35,0,14,1,down_power,dolomites,burnin
27,3,1,1,down_power,dolomites,burnin
21,7,0,1,down_power,dolomites,burnin
6,3,0,1,down_power,dolomites,burnin
32,5,1,1,down_power,dolomites,burnin
16,3,0,1,down_power,dolomites,burnin
42,7,0,1,down_power,dolomites,burnin
15,5,1,1,down_power,dolomites,burnin
17,5,1,1,down_power,dolomites,burnin
20,4,0,1,down_power,dolomites,burnin
29,3,1,1,down_power,dolomites,burnin
7,2,0,1,down_power,dolomites,burnin
2,4,0,1,down_power,dolomites,burnin
23,1,1,1,down_power,dolomites,burnin
18,6,0,1,down_power,dolomites,burnin
9,5,0,1,down_power,dolomites,burnin
10,6,0,1,down_power,dolomites,burnin
22,4,1,1,down_power,dolomites,burnin
26,6,0,1,down_power,dolomites,burnin
3,2,0,1,down_power,dolomites,burnin
30,3,0,1,down_power,dolomites,burnin
48,6,0,1,down_power,dolomites,burnin
41,0,23,1,down_power,dolomites,burnin
25,5,0,1,down_power,dolomites,burnin
33,19,1,1,down_power,dolomites,burnin
39,0,24,1,down_power,dolomites,burnin
47,4,0,1,down_power,dolomites,burnin
14,2,0,1,down_power,dolomites,burnin
44,4,0,1,down_power,dolomites,burnin
1,2,0,1,down_power,dolomites,burnin
19,4,0,1,down_power,dolomites,burnin
46,5,0,1,down_power,dolomites,burnin
4,4,1,1,down_power,dolomites,burnin
11,1,0,1,down_power,dolomites,burnin
36,0,24,1,down_power,dolomites,burnin
34,0,40,1,metaweb,dolomites,burnin
43,8,0,1,metaweb,dolomites,burnin
40,0,40,1,metaweb,dolomites,burnin
12,8,0,1,metaweb,dolomites,burnin
13,8,0,1,metaweb,dolomites,burnin
24,8,0,1,metaweb,dolomites,burnin
5,8,0,1,metaweb,dolomites,burnin
31,8,0,1,metaweb,dolomites,burnin
38,0,40,1,metaweb,dolomites,burnin
45,8,0,1,metaweb,dolomites,burnin
28,8,0,1,metaweb,dolomites,burnin
37,0,40,1,metaweb,dolomites,burnin
8,8,0,1,metaweb,dolomites,burnin
35,0,40,1,metaweb,dolomites,burnin
27,8,0,1,metaweb,dolomites,burnin
21,8,0,1,metaweb,dolomites,burnin
6,8,0,1,metaweb,dolomites,burnin
32,8,0,1,metaweb,dolomites,burnin
16,8,0,1,metaweb,dolomites,burnin
42,8,0,1,metaweb,dolomites,burnin
15,8,0,1,metaweb,dolomites,burnin
17,8,0,1,metaweb,dolomites,burnin
20,8,0,1,metaweb,dolomites,burnin
29,8,0,1,metaweb,dolomites,burnin
7,8,0,1,metaweb,dolomites,burnin
2,8,0,1,metaweb,dolomites,burnin
23,8,0,1,metaweb,dolomites,burnin
18,8,0,1,metaweb,dolomites,burnin
9,8,0,1,metaweb,dolomites,burnin
10,8,0,1,metaweb,dolomites,burnin
22,8,0,1,metaweb,dolomites,burnin
26,8,0,1,metaweb,dolomites,burnin
3,8,0,1,metaweb,dolomites,burnin
30,8,0,1,metaweb,dolomites,burnin
48,8,0,1,metaweb,dolomites,burnin
41,8,0,1,metaweb,dolomites,burnin
25,8,0,1,metaweb,dolomites,burnin
33,0,40,1,metaweb,dolomites,burnin
39,0,40,1,metaweb,dolomites,burnin
47,8,0,1,metaweb,dolomites,burnin
14,8,0,1,metaweb,dolomites,burnin
44,8,0,1,metaweb,dolomites,burnin
1,8,0,1,metaweb,dolomites,burnin
19,8,0,1,metaweb,dolomites,burnin
46,8,0,1,metaweb,dolomites,burnin
4,8,0,1,metaweb,dolomites,burnin
11,8,0,1,metaweb,dolomites,burnin
36,0,40,1,metaweb,dolomites,burnin
17,1,4,1,niche,dolomites,burnin
20,6,5,1,niche,dolomites,burnin
29,2,3,1,niche,dolomites,burnin
34,0,7,1,niche,dolomites,burnin
7,3,1,1,niche,dolomites,burnin
2,3,1,1,niche,dolomites,burnin
23,0,4,1,niche,dolomites,burnin
12,2,3,1,niche,dolomites,burnin
18,12,5,1,niche,dolomites,burnin
13,0,3,1,niche,dolomites,burnin
9,18,1,1,niche,dolomites,burnin
24,0,5,1,niche,dolomites,burnin
10,11,3,1,niche,dolomites,burnin
22,6,4,1,niche,dolomites,burnin
26,1,3,1,niche,dolomites,burnin
3,7,1,1,niche,dolomites,burnin
5,8,0,1,niche,dolomites,burnin
30,1,4,1,niche,dolomites,burnin
31,0,5,1,niche,dolomites,burnin
28,1,3,1,niche,dolomites,burnin
37,0,8,1,niche,dolomites,burnin
8,4,1,1,niche,dolomites,burnin
35,1,5,1,niche,dolomites,burnin
25,3,5,1,niche,dolomites,burnin
33,3,3,1,niche,dolomites,burnin
27,1,3,1,niche,dolomites,burnin
21,0,4,1,niche,dolomites,burnin
14,4,2,1,niche,dolomites,burnin
6,2,0,1,niche,dolomites,burnin
1,1,1,1,niche,dolomites,burnin
19,2,4,1,niche,dolomites,burnin
32,0,5,1,niche,dolomites,burnin
16,5,1,1,niche,dolomites,burnin
4,3,0,1,niche,dolomites,burnin
15,2,1,1,niche,dolomites,burnin
11,5,3,1,niche,dolomites,burnin
36,0,7,1,niche,dolomites,burnin
34,0,24,1,down_rand,dolomites,burnin
43,6,0,1,down_rand,dolomites,burnin
40,0,24,1,down_rand,dolomites,burnin
12,6,0,1,down_rand,dolomites,burnin
13,4,0,1,down_rand,dolomites,burnin
24,5,0,1,down_rand,dolomites,burnin
5,5,0,1,down_rand,dolomites,burnin
31,5,0,1,down_rand,dolomites,burnin
38,0,25,1,down_rand,dolomites,burnin
45,5,0,1,down_rand,dolomites,burnin
28,7,0,1,down_rand,dolomites,burnin
37,0,22,1,down_rand,dolomites,burnin
8,6,0,1,down_rand,dolomites,burnin
35,0,22,1,down_rand,dolomites,burnin
27,6,0,1,down_rand,dolomites,burnin
21,6,0,1,down_rand,dolomites,burnin
6,4,0,1,down_rand,dolomites,burnin
32,5,0,1,down_rand,dolomites,burnin
16,3,0,1,down_rand,dolomites,burnin
42,4,0,1,down_rand,dolomites,burnin
15,6,0,1,down_rand,dolomites,burnin
17,5,0,1,down_rand,dolomites,burnin
20,5,0,1,down_rand,dolomites,burnin
29,5,0,1,down_rand,dolomites,burnin
7,5,0,1,down_rand,dolomites,burnin
2,2,0,1,down_rand,dolomites,burnin
23,3,0,1,down_rand,dolomites,burnin
18,3,0,1,down_rand,dolomites,burnin
9,5,0,1,down_rand,dolomites,burnin
10,3,0,1,down_rand,dolomites,burnin
22,3,0,1,down_rand,dolomites,burnin
26,4,0,1,down_rand,dolomites,burnin
3,6,0,1,down_rand,dolomites,burnin
30,1,0,1,down_rand,dolomites,burnin
48,7,0,1,down_rand,dolomites,burnin
41,4,0,1,down_rand,dolomites,burnin
25,5,0,1,down_rand,dolomites,burnin
33,0,24,1,down_rand,dolomites,burnin
39,0,23,1,down_rand,dolomites,burnin
47,5,0,1,down_rand,dolomites,burnin
14,5,0,1,down_rand,dolomites,burnin
44,5,0,1,down_rand,dolomites,burnin
1,3,0,1,down_rand,dolomites,burnin
19,6,0,1,down_rand,dolomites,burnin
46,7,0,1,down_rand,dolomites,burnin
4,6,0,1,down_rand,dolomites,burnin
11,5,0,1,down_rand,dolomites,burnin
36,0,27,1,down_rand,dolomites,burnin
34,0,23,1,down_link,dolomites,burnin
43,4,0,1,down_link,dolomites,burnin
40,0,19,1,down_link,dolomites,burnin
12,3,0,1,down_link,dolomites,burnin
13,4,0,1,down_link,dolomites,burnin
24,6,0,1,down_link,dolomites,burnin
49,6,0,1,down_link,dolomites,burnin
5,5,1,1,down_link,dolomites,burnin
31,5,1,1,down_link,dolomites,burnin
38,0,24,1,down_link,dolomites,burnin
